Size,Floor,TotalFloors,District,Year,Type,BuildingType,Price
137,6,7,"град София, Център",2023,МЕЗОНЕТ,Тухла,285600
138,6,9,"град София, Манастирски ливади",2023,3-СТАЕН,Тухла,269275
138,2,5,"град София, Малинова долина",2023,4-СТАЕН,Тухла,228826
138,1,5,"град София, Симеоново",1996,4-СТАЕН,Тухла,333000
138,2,5,"град София, Симеоново",1996,4-СТАЕН,Тухла,333000
138,4,8,"град София, Витоша",2023,3-СТАЕН,Тухла,267400
138,1,6,"град София, Красно село",2020,3-СТАЕН,Тухла,111500
138,3,8,"град София, Лозенец",2019,3-СТАЕН,Тухла,483000
138,3,6,"град София, Студентски град",2021,3-СТАЕН,Тухла,245640
138,2,6,"град София, Кръстова вада",2021,4-СТАЕН,Тухла,186800
138,4,4,"град София, Малинова долина",2021,2-СТАЕН,Тухла,165000
138,1,3,"град София, Бояна",2022,3-СТАЕН,Тухла,234600
138,2,4,"град София, Бояна",2019,3-СТАЕН,Тухла,265000
138,6,6,"град София, Бъкстон",2024,3-СТАЕН,Тухла,223628
138,3,5,"град София, Витоша",2021,3-СТАЕН,Тухла,218100
138,2,4,"град София, Витоша",2023,3-СТАЕН,Тухла,220568
138,2,5,"град София, Витоша",2023,3-СТАЕН,Тухла,232516
138,1,4,"град София, Драгалевци",2016,3-СТАЕН,Тухла,241500
138,5,6,"град София, Дървеница",2023,3-СТАЕН,Тухла,250110
138,2,6,"град София, Иван Вазов",1997,3-СТАЕН,Тухла,319999
138,4,6,"град София, Красно село",2024,3-СТАЕН,Тухла,172650
138,3,6,"град София, Красно село",2024,3-СТАЕН,Тухла,290115
138,4,7,"град София, Красно село",2024,3-СТАЕН,Тухла,306693
138,4,5,"град София, Кръстова вада",2023,3-СТАЕН,Тухла,207000
138,2,6,"град София, Кръстова вада",2020,3-СТАЕН,Тухла,215800
138,2,7,"град София, Кръстова вада",2024,3-СТАЕН,Тухла,250110
138,1,6,"град София, Кръстова вада",2022,3-СТАЕН,Тухла,251000
138,3,7,"град София, Лозенец",2016,3-СТАЕН,Тухла,442368
138,4,7,"град София, Лозенец",2019,3-СТАЕН,Тухла,483840
138,3,6,"град София, Лозенец",2019,3-СТАЕН,Тухла,483840
138,3,8,"град София, Лозенец",2000,3-СТАЕН,Тухла,580500
138,8,9,"град София, Люлин 5",2023,3-СТАЕН,Тухла,120609
138,5,6,"град София, Малинова долина",2024,3-СТАЕН,Тухла,251600
138,7,7,"град София, Манастирски ливади",2024,3-СТАЕН,Тухла,228000
138,4,7,"град София, Манастирски ливади",2023,3-СТАЕН,Тухла,230000
138,4,7,"град София, Манастирски ливади",2023,3-СТАЕН,Тухла,240000
138,5,9,"град София, Манастирски ливади",2023,3-СТАЕН,Тухла,261100
138,2,6,"град София, Манастирски ливади",2023,3-СТАЕН,Тухла,264549
138,6,9,"град София, Манастирски ливади",2023,3-СТАЕН,Тухла,290720
138,6,6,"град София, Овча купел 2",2022,3-СТАЕН,Тухла,159900
138,4,4,"град София, Редута",2023,3-СТАЕН,Тухла,279000
138,3,4,"град София, Симеоново",2024,3-СТАЕН,Тухла,248488
138,3,4,"град София, Симеоново",2024,3-СТАЕН,Тухла,262200
138,3,4,"град София, Симеоново",2023,3-СТАЕН,Тухла,276000
138,3,4,"град София, Симеоново",2023,3-СТАЕН,Тухла,331200
138,4,8,"град София, Студентски град",2023,3-СТАЕН,Тухла,267400
138,4,6,"град София, Хаджи Димитър",2024,3-СТАЕН,Тухла,172225
138,1,8,"град София, Хиподрума",1994,3-СТАЕН,Тухла,320000
138,14,14,"град София, Зона Б-5-3",1985,4-СТАЕН,ЕПК,285000
138,4,6,"град София, Красно село",2024,4-СТАЕН,Тухла,290115
138,4,5,"град София, Кръстова вада",2023,4-СТАЕН,Тухла,195990
138,1,4,"град София, Лозенец",2023,4-СТАЕН,Тухла,411000
138,4,5,"град София, Малинова долина",2022,4-СТАЕН,Тухла,155000
138,1,5,"град София, Малинова долина",2023,4-СТАЕН,Тухла,171765
138,2,6,"град София, Малинова долина",2024,4-СТАЕН,Тухла,251200
138,3,8,"град София, Овча купел",2023,4-СТАЕН,Тухла,167500
138,2,6,"град София, Овча купел",2023,4-СТАЕН,Тухла,191523
138,3,3,"град София, с. Панчарево",2023,4-СТАЕН,Тухла,207000
138,6,7,"град София, Център",1998,4-СТАЕН,Тухла,190000
138,6,7,"град София, Банишора",1998,МНОГОСТАЕН,Тухла,190000
138,1,5,"град София, Драгалевци",2022,МНОГОСТАЕН,Тухла,309700
138,2,7,"град София, Редута",2018,МНОГОСТАЕН,Тухла,298980
138,6,7,"град София, Център",1998,МНОГОСТАЕН,Тухла,190000
138,3,4,"град София, Хладилника",2023,МЕЗОНЕТ,Тухла,207000
139,3,8,"град София, Лозенец",2019,3-СТАЕН,Тухла,483000
139,4,6,"град София, Белите брези",2010,3-СТАЕН,Тухла,269000
139,3,6,"град София, Гоце Делчев",2022,3-СТАЕН,Тухла,353500
139,4,5,"град София, Манастирски ливади",2010,3-СТАЕН,Тухла,262000
139,5,9,"град София, Манастирски ливади",2023,3-СТАЕН,Тухла,269510
139,5,6,"град София, Редута",2006,3-СТАЕН,Тухла,279999
139,5,6,"град София, Кръстова вада",2022,2-СТАЕН,Тухла,250110
139,2,3,"град София, Бояна",2022,3-СТАЕН,Тухла,215500
139,2,4,"град София, Витоша",2022,3-СТАЕН,Тухла,214521
139,2,4,"град София, Витоша",2022,3-СТАЕН,Тухла,214521
139,3,5,"град София, Витоша",2022,3-СТАЕН,Тухла,220568
139,2,4,"град София, Витоша",2022,3-СТАЕН,Тухла,244754
139,7,8,"град София, Витоша",2022,3-СТАЕН,Тухла,317000
139,1,5,"град София, Иван Вазов",1990,3-СТАЕН,Тухла,329999
139,13,17,"град София, Изгрев",2024,3-СТАЕН,Тухла,546000
139,12,17,"град София, Изгрев",2024,3-СТАЕН,Тухла,546000
139,4,7,"град София, Изток",2022,3-СТАЕН,Тухла,550000
139,4,8,"град София, Изток",2023,3-СТАЕН,Тухла,550000
139,1,5,"град София, Кръстова вада",2024,3-СТАЕН,Тухла,226146
139,5,6,"град София, Кръстова вада",2023,3-СТАЕН,Тухла,250110
139,5,6,"град София, Кръстова вада",2023,3-СТАЕН,Тухла,250110
139,5,6,"град София, Кръстова вада",2023,3-СТАЕН,Тухла,250110
139,5,6,"град София, Кръстова вада",2024,3-СТАЕН,Тухла,250110
139,5,6,"град София, Кръстова вада",2021,3-СТАЕН,Тухла,250110
139,1,7,"град София, Кръстова вада",2023,3-СТАЕН,Тухла,277900
139,5,7,"град София, Кръстова вада",2023,3-СТАЕН,Тухла,277900
139,2,6,"град София, Кръстова вада",2023,3-СТАЕН,Тухла,277900
139,5,6,"град София, Кръстова вада",2023,3-СТАЕН,Тухла,277900
139,3,6,"град София, Кръстова вада",2023,3-СТАЕН,Тухла,292890
139,2,6,"град София, Кръстова вада",2023,3-СТАЕН,Тухла,292890
139,3,6,"град София, Лозенец",2019,3-СТАЕН,Тухла,484000
139,2,4,"град София, м-т Гърдова глава",2022,3-СТАЕН,Тухла,215853
139,1,4,"град София, м-т Гърдова глава",2022,3-СТАЕН,Тухла,228229
139,3,6,"град София, Манастирски ливади",2011,3-СТАЕН,Тухла,280000
139,3,5,"град София, Манастирски ливади",2008,3-СТАЕН,Тухла,295000
139,7,8,"град София, Младост 2",2003,3-СТАЕН,Тухла,238000
139,1,5,"град София, Овча купел",2023,3-СТАЕН,Тухла,198301
139,6,7,"град София, Овча купел 2",2023,3-СТАЕН,Тухла,187650
139,6,7,"град София, Овча купел 2",2023,3-СТАЕН,Тухла,198841
139,4,8,"град София, Овча купел 2",2024,3-СТАЕН,Тухла,223988
139,4,9,"град София, Подуяне",2023,3-СТАЕН,Тухла,199600
139,4,9,"град София, Сухата река",2023,3-СТАЕН,Тухла,199700
139,9,10,"град София, Център",2024,3-СТАЕН,Тухла,208000
139,8,10,"град София, Център",1990,3-СТАЕН,Тухла,350000
139,3,4,"град София, Драгалевци",2021,4-СТАЕН,Тухла,264000
139,3,5,"град София, Драгалевци",2022,4-СТАЕН,Тухла,264043
139,4,6,"град София, Кръстова вада",2021,4-СТАЕН,Тухла,195900
139,8,10,"град София, Овча купел 2",2025,4-СТАЕН,Тухла,182000
139,5,6,"град София, Павлово",2022,4-СТАЕН,Тухла,249990
139,3,4,"град София, Драгалевци",2021,МНОГОСТАЕН,Тухла,264000
139,8,9,"град София, Люлин 5",2023,МЕЗОНЕТ,Тухла,125082
140,4,4,"град София, Бъкстон",2000,3-СТАЕН,Тухла,195000
140,3,4,"град София, Витоша",2010,3-СТАЕН,Тухла,205000
140,4,4,"град София, Малинова долина",2022,3-СТАЕН,Тухла,140000
140,1,4,"град София, Драгалевци",2010,4-СТАЕН,Тухла,288999
140,2,7,"град София, Овча купел",2023,4-СТАЕН,Тухла,180700
140,6,13,"град София, Разсадника",1990,МНОГОСТАЕН,ЕПК,194800
140,3,6,"град София, Бъкстон",2010,3-СТАЕН,Тухла,285000
140,4,6,"град София, Гоце Делчев",2009,3-СТАЕН,Тухла,340000
140,3,6,"град София, Младост 3",2008,3-СТАЕН,Тухла,285000
140,3,5,"град София, Център",1952,3-СТАЕН,Тухла,358000
140,4,5,"град София, Център",1939,3-СТАЕН,Тухла,450000
140,4,6,"град София, Гоце Делчев",2009,4-СТАЕН,Тухла,340000
140,3,3,"град София, Докторски паметник",1940,4-СТАЕН,Тухла,680000
140,4,5,"град София, Манастирски ливади",2010,МЕЗОНЕТ,Тухла,262000
140,4,4,"град София, Витоша",2022,2-СТАЕН,Тухла,200000
140,6,6,"град София, Лозенец",2024,2-СТАЕН,Тухла,377109
140,1,4,"град София, Малинова долина",2024,2-СТАЕН,Тухла,112000
140,1,6,"град София, Овча купел",2024,2-СТАЕН,Тухла,147659
140,3,4,"град София, Бояна",2023,3-СТАЕН,Тухла,222175
140,3,4,"град София, Бояна",2023,3-СТАЕН,Тухла,238584
140,2,3,"град София, Бояна",2024,3-СТАЕН,Тухла,279000
140,4,4,"град София, Бъкстон",2023,3-СТАЕН,Тухла,187000
140,4,4,"град София, Бъкстон",2023,3-СТАЕН,Тухла,187653
140,4,4,"град София, Бъкстон",2023,3-СТАЕН,Тухла,187653
140,6,6,"град София, Витоша",2018,3-СТАЕН,Тухла,149900
140,2,4,"град София, Витоша",2022,3-СТАЕН,Тухла,195500
140,3,4,"град София, Витоша",2022,3-СТАЕН,Тухла,195500
140,3,4,"град София, Витоша",2022,3-СТАЕН,Тухла,205000
140,3,5,"град София, Витоша",2010,3-СТАЕН,Тухла,205000
140,2,5,"град София, Витоша",2024,3-СТАЕН,Тухла,210758
140,2,4,"град София, Витоша",2023,3-СТАЕН,Тухла,260000
140,1,6,"град София, Витоша",2023,3-СТАЕН,Тухла,261704
140,4,6,"град София, Витоша",2008,3-СТАЕН,Тухла,270000
140,1,11,"град София, Витоша",2024,3-СТАЕН,Тухла,270000
140,2,11,"град София, Витоша",2024,3-СТАЕН,Тухла,276500
140,8,11,"град София, Витоша",2024,3-СТАЕН,Тухла,276500
140,4,5,"град София, Витоша",2016,3-СТАЕН,Тухла,380000
140,1,4,"град София, Горубляне",2024,3-СТАЕН,Тухла,252540
140,3,3,"град София, Докторски паметник",1990,3-СТАЕН,Тухла,680000
140,1,4,"град София, Драгалевци",2010,3-СТАЕН,Тухла,288999
140,4,5,"град София, Драгалевци",2008,3-СТАЕН,Тухла,290000
140,9,17,"град София, Дружба 1",2022,3-СТАЕН,Тухла,259990
140,6,6,"град София, Зона Б-18",2023,3-СТАЕН,Тухла,222500
140,4,4,"град София, Карпузица",2022,3-СТАЕН,Тухла,290640
140,4,8,"град София, Красно село",2024,3-СТАЕН,Тухла,210331
140,4,6,"град София, Кръстова вада",2022,3-СТАЕН,Тухла,245700
140,3,6,"град София, Кръстова вада",2021,3-СТАЕН,Тухла,250000
140,1,11,"град София, Кръстова вада",2024,3-СТАЕН,Тухла,270000
140,2,11,"град София, Кръстова вада",2024,3-СТАЕН,Тухла,276500
140,5,6,"град София, Кръстова вада",2023,3-СТАЕН,Тухла,277899
140,2,7,"град София, Кръстова вада",2023,3-СТАЕН,Тухла,278940
140,2,5,"град София, Кръстова вада",2023,3-СТАЕН,Тухла,285600
140,4,10,"град София, Летище София",2023,3-СТАЕН,Тухла,159099
140,6,6,"град София, Лозенец",2024,3-СТАЕН,Тухла,377109
140,1,3,"град София, Лозенец",1971,3-СТАЕН,Тухла,630000
140,7,7,"град София, Люлин - център",2008,3-СТАЕН,Тухла,260000
140,7,7,"град София, Люлин - център",2008,3-СТАЕН,Тухла,260000
140,5,5,"град София, Малинова долина",2022,3-СТАЕН,Тухла,157998
140,1,5,"град София, Малинова долина",2023,3-СТАЕН,Тухла,205928
140,4,4,"град София, Малинова долина",2021,3-СТАЕН,Тухла,244319
140,1,5,"град София, Манастирски ливади",2022,3-СТАЕН,Тухла,89000
140,5,6,"град София, Манастирски ливади",1998,3-СТАЕН,Тухла,260000
140,4,5,"град София, Манастирски ливади",2010,3-СТАЕН,Тухла,279999
140,7,8,"град София, Младост 2",2003,3-СТАЕН,Тухла,278000
140,3,6,"град София, Младост 4",2000,3-СТАЕН,Тухла,249000
140,2,5,"град София, Овча купел",2023,3-СТАЕН,Тухла,173266
140,1,5,"град София, Овча купел",2023,3-СТАЕН,Тухла,207912
140,6,6,"град София, Овча купел",2023,3-СТАЕН,Тухла,210316
140,6,6,"град София, Овча купел",2024,3-СТАЕН,Тухла,210316
140,4,4,"град София, Павлово",2023,3-СТАЕН,Тухла,156377
140,4,4,"град София, Павлово",2023,3-СТАЕН,Тухла,187000
140,4,4,"град София, Павлово",2023,3-СТАЕН,Тухла,187650
140,4,6,"град София, ПЗ Хладилника",2023,3-СТАЕН,Тухла,245700
140,1,11,"град София, ПЗ Хладилника",2024,3-СТАЕН,Тухла,270000
140,7,9,"град София, Подуяне",2024,3-СТАЕН,Тухла,237960
140,1,4,"град София, с. Панчарево",2023,3-СТАЕН,Тухла,238000
140,3,10,"град София, Сердика",2023,3-СТАЕН,Тухла,200243
140,4,6,"град София, Хладилника",2023,3-СТАЕН,Тухла,245700
140,1,11,"град София, Хладилника",2024,3-СТАЕН,Тухла,255500
140,3,11,"град София, Хладилника",2024,3-СТАЕН,Тухла,262500
140,2,11,"град София, Хладилника",2024,3-СТАЕН,Тухла,262500
140,5,11,"град София, Хладилника",2024,3-СТАЕН,Тухла,269500
140,6,11,"град София, Хладилника",2024,3-СТАЕН,Тухла,273000
140,8,11,"град София, Хладилника",2024,3-СТАЕН,Тухла,276500
140,2,11,"град София, Хладилника",2024,3-СТАЕН,Тухла,276500
140,3,5,"град София, Център",1952,3-СТАЕН,Тухла,358000
140,2,4,"град София, Витоша",2010,4-СТАЕН,Тухла,269000
140,13,18,"град София, Дружба 2",2021,4-СТАЕН,Тухла,355000
140,5,9,"град София, Зона Б-18",2025,4-СТАЕН,Тухла,221000
140,7,7,"град София, Зона Б-5",2023,4-СТАЕН,Тухла,222500
140,3,7,"град София, Лозенец",2000,4-СТАЕН,Тухла,580000
140,1,3,"град София, Лозенец",1971,4-СТАЕН,Тухла,700000
140,3,6,"град София, Малинова долина",2023,4-СТАЕН,Тухла,202666
140,5,6,"град София, Малинова долина",2024,4-СТАЕН,Тухла,202666
140,4,4,"град София, Малинова долина",2025,4-СТАЕН,Тухла,213144
140,3,6,"град София, Младост 4",2000,4-СТАЕН,Тухла,249000
140,8,10,"град София, Овча купел",2024,4-СТАЕН,Тухла,182000
140,8,10,"град София, Овча купел",2024,4-СТАЕН,Тухла,182000
140,1,5,"град София, Овча купел",2024,4-СТАЕН,Тухла,195900
140,8,10,"град София, Овча купел 2",2023,4-СТАЕН,Тухла,182000
140,2,4,"град София, Студентски град",2000,4-СТАЕН,Тухла,330000
140,2,4,"град София, Студентски град",2000,4-СТАЕН,Тухла,350000
140,2,5,"град София, Център",1970,4-СТАЕН,Тухла,278000
140,4,5,"град София, Център",1952,4-СТАЕН,Тухла,358000
140,2,5,"град София, Център",1980,4-СТАЕН,Тухла,450000
140,2,5,"град София, Център",1940,4-СТАЕН,Тухла,460000
140,3,5,"град София, Център",2010,4-СТАЕН,Тухла,560000
140,5,6,"град София, Център",1960,4-СТАЕН,Тухла,599888
140,5,6,"град София, Център",1936,4-СТАЕН,Тухла,650000
140,1,3,"град София, Лозенец",1971,МНОГОСТАЕН,Тухла,630000
140,1,3,"град София, Лозенец",1982,МНОГОСТАЕН,Тухла,630000
140,1,3,"град София, Лозенец",1971,МНОГОСТАЕН,Тухла,630000
140,4,6,"град София, Овча купел",2023,МНОГОСТАЕН,Тухла,206622
140,4,6,"град София, Овча купел",2024,МНОГОСТАЕН,Тухла,208608
140,2,4,"град София, Студентски град",2000,МНОГОСТАЕН,Тухла,330000
140,2,4,"град София, Студентски град",2000,МНОГОСТАЕН,Тухла,350000
140,4,6,"град София, Хаджи Димитър",2023,МНОГОСТАЕН,Тухла,252360
140,5,5,"град София, Център",1960,МНОГОСТАЕН,Тухла,235000
140,2,5,"град София, Център",1970,МНОГОСТАЕН,Тухла,278000
140,2,3,"град София, Център",1967,МНОГОСТАЕН,Тухла,299000
140,1,3,"град София, Център",1934,МНОГОСТАЕН,Тухла,360000
140,1,3,"град София, Център",1934,МНОГОСТАЕН,Тухла,360000
140,3,7,"град София, Център",1940,МНОГОСТАЕН,Тухла,460000
140,6,7,"град София, Белите брези",1999,МЕЗОНЕТ,Тухла,275000
140,6,6,"град София, Витоша",2022,"АТЕЛИЕ, ТАВАН",Тухла,149000
141,6,7,"град София, Борово",1999,МНОГОСТАЕН,Тухла,278999
141,7,7,"град София, Борово",2000,3-СТАЕН,Тухла,232650
141,4,7,"град София, Борово",1998,3-СТАЕН,Тухла,265000
141,4,4,"град София, Бояна",2022,3-СТАЕН,Тухла,315000
141,3,4,"град София, Витоша",2023,3-СТАЕН,Тухла,204998
141,3,4,"град София, Витоша",2016,3-СТАЕН,Тухла,205000
141,2,4,"град София, Витоша",2022,3-СТАЕН,Тухла,267900
141,3,4,"град София, Витоша",2022,3-СТАЕН,Тухла,352500
141,14,16,"град София, Красно село",2023,3-СТАЕН,Тухла,203319
141,6,6,"град София, Кръстова вада",2006,3-СТАЕН,Тухла,222000
141,4,4,"град София, Малинова долина",2024,3-СТАЕН,Тухла,145000
141,5,7,"град София, Малинова долина",2024,3-СТАЕН,Тухла,146950
141,4,4,"град София, Малинова долина",2024,3-СТАЕН,Тухла,180470
141,4,4,"град София, Малинова долина",2023,3-СТАЕН,Тухла,241900
141,1,8,"град София, Овча купел 2",2024,3-СТАЕН,Тухла,208716
141,2,8,"град София, Овча купел 2",2024,3-СТАЕН,Тухла,217201
141,3,8,"град София, Овча купел 2",2024,3-СТАЕН,Тухла,223988
141,4,4,"град София, Редута",2022,3-СТАЕН,Тухла,298710
141,1,3,"град София, Света Троица",2009,3-СТАЕН,Тухла,280000
141,1,3,"град София, Света Троица",2009,3-СТАЕН,Тухла,280000
141,13,15,"град София, Сердика",2023,3-СТАЕН,Тухла,323880
141,2,6,"град София, Хиподрума",2012,3-СТАЕН,Тухла,385000
141,3,4,"град София, Горна баня",2023,4-СТАЕН,Тухла,237903
141,13,18,"град София, Дружба 2",2022,4-СТАЕН,Тухла,362000
141,9,17,"град София, Кръстова вада",2022,4-СТАЕН,Тухла,365000
141,5,5,"град София, м-т Гърдова глава",2024,МНОГОСТАЕН,Тухла,235700
141,4,4,"град София, Малинова долина",2025,МНОГОСТАЕН,Тухла,213144
141,1,7,"град София, Кръстова вада",2022,МЕЗОНЕТ,Тухла,380000
141,6,8,"град София, Сухата река",2024,МЕЗОНЕТ,Тухла,195000
141,6,8,"град София, Сухата река",2024,МЕЗОНЕТ,Тухла,195000
142,3,5,"град София, Кръстова вада",2023,3-СТАЕН,Тухла,224990
142,1,3,"град София, Княжево",1980,4-СТАЕН,Тухла,240000
142,1,2,"град София, м-т Камбаните",2023,3-СТАЕН,Тухла,320000
142,3,6,"град София, Манастирски ливади",2020,4-СТАЕН,Тухла,213000
142,1,4,"град София, Малинова долина",2024,2-СТАЕН,Тухла,122980
142,3,13,"град София, Сердика",2024,2-СТАЕН,Тухла,296000
142,4,4,"град София, в.з.Симеоново - Драгалевци",2009,3-СТАЕН,Тухла,325000
142,1,4,"град София, Витоша",2022,3-СТАЕН,Тухла,226976
142,2,5,"град София, Витоша",2022,3-СТАЕН,Тухла,248255
142,2,4,"град София, Градина",2010,3-СТАЕН,Тухла,349999
142,2,6,"град София, Илинден",2022,3-СТАЕН,Тухла,233623
142,5,5,"град София, Кръстова вада",2021,3-СТАЕН,Тухла,253000
142,12,13,"град София, Кръстова вада",2024,3-СТАЕН,Тухла,313000
142,8,15,"град София, Кръстова вада",2022,3-СТАЕН,Тухла,340800
142,1,6,"град София, Лозенец",2007,3-СТАЕН,Тухла,235000
142,6,6,"град София, Люлин 10",2011,3-СТАЕН,Тухла,131000
142,6,6,"град София, Люлин 10",2011,3-СТАЕН,Тухла,134000
142,1,6,"град София, Малинова долина",2024,3-СТАЕН,Тухла,110500
142,4,4,"град София, Малинова долина",2022,3-СТАЕН,Тухла,268000
142,4,10,"град София, Малинова долина",2021,3-СТАЕН,Тухла,269477
142,2,7,"град София, Манастирски ливади",2023,3-СТАЕН,Тухла,225000
142,1,4,"град София, Обеля",2025,3-СТАЕН,Тухла,110000
142,5,6,"град София, Овча купел",2021,3-СТАЕН,Тухла,173600
142,2,8,"град София, Овча купел",2024,3-СТАЕН,Тухла,217201
142,4,4,"град София, Орландовци",2022,3-СТАЕН,Тухла,200000
142,1,10,"град София, Сердика",2023,3-СТАЕН,Тухла,199721
142,4,4,"град София, Симеоново",2009,3-СТАЕН,Тухла,325000
142,2,10,"град София, Център",2023,3-СТАЕН,Тухла,199720
142,9,10,"град София, Център",2023,3-СТАЕН,Тухла,213000
142,17,18,"град София, Банишора",2024,4-СТАЕН,Тухла,251733
142,3,3,"град София, Драгалевци",2022,4-СТАЕН,Тухла,215000
142,2,5,"град София, Малинова долина",2025,4-СТАЕН,Тухла,211000
142,6,10,"град София, Младост 4",2025,4-СТАЕН,Тухла,241248
142,9,12,"град София, Овча купел 2",2023,4-СТАЕН,Тухла,194000
142,4,4,"град София, Орландовци",2022,4-СТАЕН,Тухла,200000
142,2,13,"град София, Сердика",2024,4-СТАЕН,Тухла,294000
142,2,13,"град София, Сердика",2024,4-СТАЕН,Тухла,294000
142,8,9,"град София, Сухата река",2025,4-СТАЕН,Тухла,253900
142,3,4,"град София, Малинова долина",2022,МНОГОСТАЕН,Тухла,219000
142,1,5,"град София, Овча купел",2023,МНОГОСТАЕН,Тухла,181760
142,3,12,"град София, Банишора",2024,МЕЗОНЕТ,Тухла,171480
142,9,9,"град София, Красна поляна 1",2021,МЕЗОНЕТ,Тухла,180000
142,5,6,"град София, Студентски град",2023,МЕЗОНЕТ,Тухла,199000
142,1,10,"град София, Център",2023,МЕЗОНЕТ,Тухла,225391
143,8,8,"град София, Витоша",2019,3-СТАЕН,Тухла,500000
143,17,18,"град София, Банишора",2024,4-СТАЕН,Тухла,237172
143,4,5,"град София, Борово",1996,3-СТАЕН,Тухла,175000
143,2,8,"град София, Дианабад",2022,3-СТАЕН,Тухла,289433
143,4,5,"град София, Кръстова вада",2023,3-СТАЕН,Тухла,245000
143,2,7,"град София, Бъкстон",2024,4-СТАЕН,Тухла,241011
143,5,5,"град София, Горна баня",2023,2-СТАЕН,Тухла,170000
143,5,6,"град София, Белите брези",2022,3-СТАЕН,Тухла,278850
143,4,4,"град София, Витоша",2022,3-СТАЕН,Тухла,220855
143,2,4,"град София, Витоша",2021,3-СТАЕН,Тухла,295000
143,4,5,"град София, Горубляне",2023,3-СТАЕН,Тухла,205000
143,4,5,"град София, Горубляне",2023,3-СТАЕН,Тухла,240000
143,4,5,"град София, Горубляне",2023,3-СТАЕН,Тухла,240000
143,1,6,"град София, Гоце Делчев",2023,3-СТАЕН,Тухла,184914
143,3,5,"град София, Драгалевци",2022,3-СТАЕН,Тухла,220000
143,1,5,"град София, Драгалевци",2024,3-СТАЕН,Тухла,315090
143,7,8,"град София, Изток",2009,3-СТАЕН,Тухла,400000
143,7,7,"град София, Изток",2009,3-СТАЕН,Тухла,400000
143,7,8,"град София, Изток",2012,3-СТАЕН,Тухла,412500
143,10,14,"град София, Кръстова вада",2023,3-СТАЕН,Тухла,231174
143,6,6,"град София, Кръстова вада",2021,3-СТАЕН,Тухла,249900
143,12,14,"град София, Кръстова вада",2024,3-СТАЕН,Тухла,315000
143,4,7,"град София, Лозенец",2019,3-СТАЕН,Тухла,849420
143,4,5,"град София, Манастирски ливади",2023,3-СТАЕН,Тухла,194000
143,2,7,"град София, Манастирски ливади",2023,3-СТАЕН,Тухла,225000
143,1,5,"град София, Манастирски ливади",2024,3-СТАЕН,Тухла,287100
143,2,6,"град София, Манастирски ливади",2024,3-СТАЕН,Тухла,287100
143,9,16,"град София, Манастирски ливади",2024,3-СТАЕН,Тухла,429000
143,1,5,"град София, Манастирски ливади",2020,3-СТАЕН,Тухла,580000
143,6,6,"град София, Овча купел 2",2023,3-СТАЕН,Тухла,219812
143,4,4,"град София, Симеоново",2010,3-СТАЕН,Тухла,325000
143,4,5,"град София, Борово",1996,4-СТАЕН,Тухла,175000
143,10,14,"град София, Бъкстон",2023,4-СТАЕН,Тухла,241700
143,3,4,"град София, Витоша",2022,4-СТАЕН,Тухла,211329
143,3,5,"град София, Витоша",2022,4-СТАЕН,Тухла,224048
143,4,4,"град София, Малинова долина",2024,4-СТАЕН,Тухла,189369
143,6,7,"град София, Малинова долина",2021,4-СТАЕН,Тухла,220999
143,6,6,"град София, Малинова долина",2024,4-СТАЕН,Тухла,221262
143,1,5,"град София, Малинова долина",2022,4-СТАЕН,Тухла,250000
143,4,8,"град София, Манастирски ливади",2020,4-СТАЕН,Тухла,290000
143,10,14,"град София, Овча купел",2023,4-СТАЕН,Тухла,241700
143,8,9,"град София, Овча купел 2",2023,4-СТАЕН,Тухла,171528
143,10,14,"град София, Славия",2023,4-СТАЕН,Тухла,241700
143,6,6,"град София, Студентски град",2022,4-СТАЕН,Тухла,221262
143,7,10,"град София, Сухата река",2024,4-СТАЕН,Тухла,264900
143,3,5,"град София, Център",2010,4-СТАЕН,Тухла,289000
143,3,4,"град София, Витоша",2023,МНОГОСТАЕН,Тухла,251741
143,9,15,"град София, Кръстова вада",2022,МНОГОСТАЕН,Тухла,447900
143,1,5,"град София, Овча купел",2023,МНОГОСТАЕН,Тухла,198770
143,1,5,"град София, Овча купел",2024,МНОГОСТАЕН,Тухла,213000
143,5,6,"град София, Овча купел",2019,МНОГОСТАЕН,Тухла,235000
143,3,5,"град София, Център",2010,МНОГОСТАЕН,Тухла,289000
143,4,5,"град София, Борово",1996,МЕЗОНЕТ,Тухла,175000
143,1,6,"град София, Люлин 5",1995,МЕЗОНЕТ,Тухла,151000
144,4,6,"град София, Зона Б-5",2008,4-СТАЕН,Тухла,289000
144,2,6,"град София, Кръстова вада",2024,4-СТАЕН,Тухла,230736
144,11,14,"град София, Кръстова вада",2021,3-СТАЕН,Тухла,258030
144,3,6,"град София, Кръстова вада",2024,3-СТАЕН,Тухла,295262
144,8,8,"град София, Сухата река",2022,4-СТАЕН,Тухла,276100
144,8,8,"град София, Сухата река",2023,4-СТАЕН,Тухла,276100
144,13,15,"град София, Банишора",2022,2-СТАЕН,Тухла,179000
144,1,5,"град София, Гоце Делчев",2021,2-СТАЕН,Тухла,100600
144,5,7,"град София, Белите брези",2021,3-СТАЕН,Тухла,263550
144,1,4,"град София, Бояна",2022,3-СТАЕН,Тухла,237000
144,9,17,"град София, Дружба 1",2022,3-СТАЕН,Тухла,242200
