Size,Floor,TotalFloors,District,Year,Type,BuildingType,Price
106,2,4,"град София, в.з.Симеоново - Драгалевци",2019,3-СТАЕН,Тухла,121900
106,4,5,"град София, Кръстова вада",2018,4-СТАЕН,Тухла,127300
106,5,9,"град София, Младост 4",1989,4-СТАЕН,ЕПК,133500
106,1,4,"град София, Обеля 2",1984,4-СТАЕН,ПК,74360
106,6,7,"град София, Овча купел 1",1990,4-СТАЕН,Панел,90000
106,5,6,"град София, Редута",2008,3-СТАЕН,Тухла,149999
106,3,6,"град София, Център",2000,3-СТАЕН,Тухла,151000
106,1,7,"град София, Стрелбище",2019,3-СТАЕН,Тухла,147090
106,2,5,"град София, Студентски град",2021,3-СТАЕН,Тухла,84900
106,2,6,"град София, Студентски град",2020,3-СТАЕН,Тухла,89490
106,2,10,"град София, Толстой",2018,3-СТАЕН,Тухла,90269
106,3,5,"град София, Триъгълника",1998,3-СТАЕН,Тухла,115000
106,2,17,"град София, Хаджи Димитър",1990,3-СТАЕН,ЕПК,110000
106,5,7,"град София, Център",2008,3-СТАЕН,Тухла,155000
106,2,14,"град София, Хаджи Димитър",1990,3-СТАЕН,ЕПК,110000
106,2,7,"град София, Хиподрума",2020,3-СТАЕН,Тухла,122000
106,3,6,"град София, Център",2009,3-СТАЕН,Тухла,111000
106,4,8,"град София, Център",2019,3-СТАЕН,Тухла,127200
106,5,6,"град София, Център",2020,3-СТАЕН,Тухла,140300
106,3,5,"град София, Център",2012,3-СТАЕН,Тухла,148900
106,3,4,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,88000
106,3,4,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,88000
106,3,4,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,88000
106,2,6,"град София, Център",2018,2-СТАЕН,Тухла,100870
106,3,5,"град София, Център",2018,2-СТАЕН,Тухла,106000
106,1,7,"град София, Белите брези",2006,3-СТАЕН,Тухла,133200
106,2,5,"град София, Борово",1998,3-СТАЕН,Тухла,137500
106,1,4,"град София, Бояна",2015,3-СТАЕН,Тухла,109000
106,4,5,"град София, Симеоново",2018,2-СТАЕН,Тухла,74950
106,11,18,"град София, Бъкстон",1989,3-СТАЕН,ЕПК,115000
106,2,20,"град София, Бъкстон",1989,3-СТАЕН,ЕПК,120000
106,2,16,"град София, Бъкстон",1985,3-СТАЕН,ЕПК,124000
106,5,7,"град София, Бъкстон",2018,3-СТАЕН,Тухла,139000
106,2,5,"град София, Витоша",2021,3-СТАЕН,Тухла,84900
106,3,7,"град София, Витоша",2019,3-СТАЕН,Тухла,87000
106,3,7,"град София, Витоша",2019,3-СТАЕН,Тухла,87133
106,11,18,"град София, Бъкстон",1989,3-СТАЕН,ЕПК,118500
106,2,5,"град София, Витоша",2018,3-СТАЕН,Тухла,94100
106,5,5,"град София, Овча купел",2018,2-СТАЕН,Тухла,103700
106,2,6,"град София, Манастирски ливади",2012,2-СТАЕН,Тухла,113000
106,3,6,"град София, Център",2009,3-СТАЕН,Тухла,111000
106,4,7,"град София, Банишора",2019,3-СТАЕН,Тухла,117000
106,9,10,"град София, Бъкстон",2015,3-СТАЕН,Тухла,160000
106,11,14,"град София, Дружба 2",1996,3-СТАЕН,ЕПК,111000
106,3,6,"град София, Манастирски ливади",2021,3-СТАЕН,Тухла,102856
106,5,5,"град София, Овча купел",2019,2-СТАЕН,Тухла,103700
106,1,6,"град София, Манастирски ливади",2017,3-СТАЕН,Тухла,214500
106,2,6,"град София, Овча купел",2019,3-СТАЕН,Тухла,84800
106,9,10,"град София, Разсадника",2004,3-СТАЕН,Тухла,98000
106,6,7,"град София, Иван Вазов",1975,4-СТАЕН,Тухла,239800
106,9,10,"град София, Разсадника",2004,МЕЗОНЕТ,Тухла,98000
106,3,4,"град София, Гео Милев",2008,2-СТАЕН,Тухла,106400
106,1,6,"град София, Манастирски ливади",2011,2-СТАЕН,Тухла,111450
106,2,4,"град София, Витоша",2019,3-СТАЕН,Тухла,97520
106,4,5,"град София, Витоша",2019,3-СТАЕН,Тухла,100353
106,4,5,"град София, Витоша",2018,3-СТАЕН,Тухла,100353
106,11,17,"град София, Красно село",1989,3-СТАЕН,ЕПК,114999
106,4,6,"град София, Красно село",2019,3-СТАЕН,Тухла,137500
106,4,5,"град София, Кръстова вада",2018,3-СТАЕН,Тухла,126800
106,2,6,"град София, Лозенец",2019,3-СТАЕН,Тухла,155880
106,2,4,"град София, Лозенец",1980,3-СТАЕН,Тухла,160000
106,2,7,"град София, Изгрев",2018,3-СТАЕН,Тухла,220000
106,8,10,"град София, Люлин 2",2021,3-СТАЕН,Тухла,72513
106,3,7,"град София, Люлин 6",2020,3-СТАЕН,Тухла,90100
106,3,5,"град София, Люлин 9",2017,3-СТАЕН,Тухла,83200
106,2,5,"град София, Малинова долина",2021,3-СТАЕН,Тухла,84900
106,3,5,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,88000
106,7,10,"град София, Люлин 2",2021,3-СТАЕН,Тухла,72513
106,2,6,"град София, Зона Б-18",2018,3-СТАЕН,Тухла,114900
106,3,6,"град София, Зона Б-18",2009,3-СТАЕН,Тухла,111000
106,3,5,"град София, Витоша",2019,3-СТАЕН,Тухла,100353
106,3,9,"град София, Връбница 2",2019,3-СТАЕН,Тухла,86500
106,6,7,"град София, Гео Милев",2020,3-СТАЕН,Тухла,145670
106,2,5,"град София, Горна баня",2012,3-СТАЕН,Тухла,108290
106,2,7,"град София, Дианабад",2018,3-СТАЕН,Тухла,220000
106,1,4,"град София, Драгалевци",2019,3-СТАЕН,Тухла,98700
106,2,5,"град София, Драгалевци",2019,3-СТАЕН,Тухла,108160
106,3,5,"град София, Драгалевци",2019,3-СТАЕН,Тухла,112400
106,2,4,"град София, Драгалевци",2019,3-СТАЕН,Тухла,121900
106,2,4,"град София, Драгалевци",2020,3-СТАЕН,Тухла,133000
106,3,4,"град София, Драгалевци",2020,3-СТАЕН,Тухла,143200
106,1,3,"град София, Драгалевци",2011,3-СТАЕН,Тухла,147000
106,4,4,"град София, Драгалевци",2020,3-СТАЕН,Тухла,175231
106,3,4,"град София, Дружба 1",2019,3-СТАЕН,Тухла,100700
106,5,5,"град София, Дървеница",2019,3-СТАЕН,Тухла,119900
106,2,6,"град София, Зона Б-18",2021,3-СТАЕН,Тухла,105810
106,4,5,"град София, Надежда 4",2020,МЕЗОНЕТ,Тухла,92800
107,1,3,"град София, Обеля 2",2019,3-СТАЕН,Тухла,74900
107,1,3,"град София, Обеля 2",2017,3-СТАЕН,Тухла,74900
107,1,5,"град София, Овча купел",2019,3-СТАЕН,Тухла,89069
107,1,6,"град София, Овча купел",2020,3-СТАЕН,Тухла,96624
107,9,9,"град София, Овча купел 1",1989,3-СТАЕН,Панел,108000
107,3,8,"град София, Овча купел 1",2020,3-СТАЕН,Тухла,113868
107,1,5,"град София, Овча купел 2",2019,3-СТАЕН,Тухла,95600
107,3,4,"град София, Симеоново",2019,3-СТАЕН,Тухла,90950
107,3,4,"град София, Симеоново",2020,3-СТАЕН,Тухла,117809
107,1,4,"град София, Симеоново",2020,3-СТАЕН,Тухла,117810
107,5,7,"град София, Слатина",2020,3-СТАЕН,Тухла,128400
107,5,6,"град София, Студентски град",2019,3-СТАЕН,Тухла,115000
107,4,6,"град София, Студентски град",2019,3-СТАЕН,Тухла,117700
107,4,7,"град София, Хаджи Димитър",2020,3-СТАЕН,Тухла,87351
107,5,6,"град София, Хаджи Димитър",2020,3-СТАЕН,Тухла,87500
107,3,5,"град София, Хаджи Димитър",2018,3-СТАЕН,Тухла,112200
107,1,7,"град София, Хаджи Димитър",2020,3-СТАЕН,Тухла,113300
107,5,7,"град София, Хаджи Димитър",2020,3-СТАЕН,Тухла,113300
107,3,7,"град София, Хиподрума",2020,3-СТАЕН,Тухла,125600
107,1,4,"град София, Обеля",2017,3-СТАЕН,Тухла,74900
107,2,6,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,103000
107,7,9,"град София, Манастирски ливади",2020,3-СТАЕН,Тухла,106000
107,3,5,"град София, Манастирски ливади",2018,3-СТАЕН,Тухла,107500
107,8,9,"град София, Манастирски ливади",2020,3-СТАЕН,Тухла,108000
107,4,7,"град София, Манастирски ливади",2018,3-СТАЕН,Тухла,117348
107,3,4,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,122500
107,2,4,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,122500
107,3,7,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,123050
107,2,5,"град София, Манастирски ливади",2018,3-СТАЕН,Тухла,126912
107,4,7,"град София, Манастирски ливади",2018,3-СТАЕН,Тухла,128016
107,5,9,"град София, Младост 3",2020,3-СТАЕН,Тухла,134000
107,4,8,"град София, Надежда 1",2018,3-СТАЕН,Тухла,101650
107,4,8,"град София, Надежда 1",2018,3-СТАЕН,Тухла,101650
107,4,8,"град София, Надежда 1",2018,3-СТАЕН,Тухла,101650
107,3,4,"град София, Надежда 1",2011,3-СТАЕН,Тухла,113800
107,4,6,"град София, Център",2019,3-СТАЕН,Тухла,96300
107,4,7,"град София, Център",2020,3-СТАЕН,Тухла,118000
107,3,7,"град София, Център",2020,3-СТАЕН,Тухла,121000
107,5,6,"град София, Център",1932,3-СТАЕН,Тухла,260000
107,4,5,"град София, Яворов",1980,3-СТАЕН,Тухла,158000
107,3,3,"град София, Гео Милев",1969,4-СТАЕН,Тухла,128000
107,6,7,"град София, Лагера",2007,4-СТАЕН,Тухла,129900
107,2,5,"град София, Манастирски ливади",2018,4-СТАЕН,Тухла,117000
107,5,6,"град София, Център",1960,4-СТАЕН,Тухла,134900
107,2,4,"град София, Център",1938,4-СТАЕН,Тухла,215000
107,13,15,"град София, Дружба 2",1992,МНОГОСТАЕН,ЕПК,130000
107,4,8,"град София, Младост 3",1982,МНОГОСТАЕН,Панел,129000
107,2,3,"град София, Център",1940,МНОГОСТАЕН,Тухла,128000
107,6,7,"град София, Лагера",2007,МЕЗОНЕТ,Тухла,129900
107,5,5,"град София, Център",1957,3-СТАЕН,Тухла,235000
107,3,6,"град София, Център",2020,3-СТАЕН,Тухла,203699
107,2,4,"град София, Център",1945,3-СТАЕН,Тухла,127000
107,2,3,"град София, Център",1940,3-СТАЕН,Тухла,127990
107,2,3,"град София, Център",1940,3-СТАЕН,Тухла,128000
107,2,4,"град София, Център",1940,3-СТАЕН,Тухла,128000
107,2,3,"град София, Център",1940,3-СТАЕН,Тухла,128000
107,2,3,"град София, Център",1940,3-СТАЕН,Тухла,128000
107,2,3,"град София, Център",1940,3-СТАЕН,Тухла,128000
107,2,3,"град София, Център",1940,3-СТАЕН,Тухла,128000
107,2,3,"град София, Център",1940,3-СТАЕН,Тухла,128000
107,1,4,"град София, Манастирски ливади",2018,3-СТАЕН,Тухла,94000
107,2,5,"град София, Център",2019,3-СТАЕН,Тухла,133750
107,5,7,"град София, Център",2020,3-СТАЕН,Тухла,138993
107,5,7,"град София, Център",2020,3-СТАЕН,Тухла,139000
107,2,7,"град София, Център",2001,3-СТАЕН,Тухла,148000
107,5,6,"град София, Център",1982,3-СТАЕН,Тухла,180000
107,5,7,"град София, Център",2020,3-СТАЕН,Тухла,132500
107,3,5,"град София, Манастирски ливади",2018,3-СТАЕН,Тухла,91500
107,3,5,"град София, Манастирски ливади",2018,3-СТАЕН,Тухла,88000
107,3,4,"град София, Манастирски ливади",2017,3-СТАЕН,Тухла,87900
107,2,6,"град София, Надежда 2",2018,4-СТАЕН,Тухла,105000
107,3,3,"град София, Гео Милев",1969,2-СТАЕН,Тухла,128000
107,4,4,"град София, Симеоново",2013,2-СТАЕН,Тухла,80000
107,1,7,"град София, Център",2018,2-СТАЕН,Тухла,100871
107,3,5,"град София, Център",2019,2-СТАЕН,Тухла,117700
107,3,5,"град София, Яворов",2019,2-СТАЕН,Тухла,237250
107,10,16,"град София, Люлин 2",1991,4-СТАЕН,ЕПК,88000
107,2,5,"град София, ж.гр.Южен парк",2018,3-СТАЕН,Тухла,183000
107,5,6,"град София, Център",2011,3-СТАЕН,Тухла,130000
107,3,6,"град София, Надежда 2",2020,3-СТАЕН,Тухла,79500
107,1,8,"град София, Бъкстон",1985,3-СТАЕН,Панел,82000
107,4,6,"град София, Левски Г",2016,3-СТАЕН,Тухла,143000
107,6,11,"град София, Младост 4",2020,3-СТАЕН,Тухла,98700
107,6,7,"град София, Стрелбище",2020,3-СТАЕН,Тухла,128616
107,3,5,"град София, Студентски град",2020,3-СТАЕН,Тухла,115000
107,1,7,"град София, Хаджи Димитър",2020,3-СТАЕН,Тухла,90546
107,2,8,"град София, Център",2012,3-СТАЕН,Тухла,125000
107,2,7,"град София, Център",2017,3-СТАЕН,Тухла,139890
107,5,6,"град София, Център",1957,3-СТАЕН,Тухла,243500
107,3,6,"град София, Бояна",2011,3-СТАЕН,Тухла,132600
107,2,4,"град София, Витоша",2018,3-СТАЕН,Тухла,128400
107,1,5,"град София, Кръстова вада",2019,3-СТАЕН,Тухла,114900
107,2,7,"град София, Кръстова вада",2019,3-СТАЕН,Тухла,125000
107,10,16,"град София, Люлин 2",1991,3-СТАЕН,ЕПК,88000
107,6,9,"град София, Младост 4",2021,3-СТАЕН,Тухла,119840
107,5,6,"град София, Надежда 2",2020,3-СТАЕН,Тухла,79500
107,4,5,"град София, Център",1940,3-СТАЕН,Тухла,210000
107,4,5,"град София, Симеоново",2015,МЕЗОНЕТ,Тухла,75000
107,3,5,"град София, Кръстова вада",2018,3-СТАЕН,Тухла,124900
107,2,6,"град София, Кръстова вада",2018,3-СТАЕН,Тухла,124997
107,2,7,"град София, Кръстова вада",2019,3-СТАЕН,Тухла,124999
107,2,7,"град София, Кръстова вада",2019,3-СТАЕН,Тухла,125000
107,3,6,"град София, Кръстова вада",2018,3-СТАЕН,Тухла,139900
107,3,6,"град София, Кръстова вада",2017,3-СТАЕН,Тухла,139900
107,3,10,"град София, Лагера",2019,3-СТАЕН,Тухла,125300
107,3,10,"град София, Лагера",2020,3-СТАЕН,Тухла,126540
107,6,7,"град София, Лагера",2007,3-СТАЕН,Тухла,129900
107,2,8,"град София, Левски Г",2019,3-СТАЕН,Тухла,88900
107,1,4,"град София, Лозенец",1964,3-СТАЕН,Тухла,148500
107,1,4,"град София, Лозенец",1960,3-СТАЕН,Тухла,148500
107,1,4,"град София, Лозенец",1960,3-СТАЕН,Тухла,155000
107,1,8,"град София, Бъкстон",1985,3-СТАЕН,Панел,82000
107,2,4,"град София, Витоша",2021,3-СТАЕН,Тухла,95552
107,3,4,"град София, Витоша",2021,3-СТАЕН,Тухла,95552
107,4,4,"град София, Витоша",2019,3-СТАЕН,Тухла,96000
107,2,4,"град София, Витоша",2018,3-СТАЕН,Тухла,128400
107,3,3,"град София, Гео Милев",1969,3-СТАЕН,Тухла,128000
107,6,8,"град София, Дианабад",2021,3-СТАЕН,Тухла,145535
107,6,7,"град София, Дианабад",2019,3-СТАЕН,Тухла,155469
107,1,4,"град София, Драгалевци",2019,3-СТАЕН,Тухла,122500
107,2,6,"град София, Дружба 1",2010,3-СТАЕН,Тухла,89000
107,5,6,"град София, Зона Б-19",2011,3-СТАЕН,Тухла,130000
108,6,6,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,120000
108,6,6,"град София, Манастирски ливади",2018,3-СТАЕН,Тухла,132000
108,3,3,"град София, Младост 1",2005,3-СТАЕН,Тухла,129000
108,2,5,"град София, Надежда 2",2018,3-СТАЕН,Тухла,99000
108,3,7,"град София, Обеля 2",2018,3-СТАЕН,Тухла,66960
108,2,6,"град София, Обеля 2",2018,3-СТАЕН,Тухла,66960
108,2,6,"град София, Овча купел",2003,3-СТАЕН,Тухла,80900
108,3,5,"град София, Овча купел",2020,3-СТАЕН,Тухла,121000
108,3,5,"град София, Овча купел",2009,3-СТАЕН,Тухла,130000
108,3,5,"град София, Павлово",2019,3-СТАЕН,Тухла,134500
108,7,9,"град София, Разсадника",2019,3-СТАЕН,Тухла,149990
108,2,5,"град София, Надежда 2",2019,3-СТАЕН,Тухла,99000
108,7,9,"град София, Разсадника",2019,3-СТАЕН,Тухла,150000
108,5,6,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,116000
108,2,5,"град София, Кръстова вада",2009,3-СТАЕН,Тухла,111800
108,3,5,"град София, Кръстова вада",2019,3-СТАЕН,Тухла,122300
108,3,5,"град София, Кръстова вада",2019,3-СТАЕН,Тухла,149000
108,4,4,"град София, Кръстова вада",2017,3-СТАЕН,Тухла,195000
108,4,10,"град София, Лагера",2020,3-СТАЕН,Тухла,118800
108,2,5,"град София, Люлин - център",2020,3-СТАЕН,Тухла,97200
108,2,7,"град София, Люлин - център",2020,3-СТАЕН,Тухла,97200
108,3,5,"град София, Люлин - център",2020,3-СТАЕН,Тухла,99900
108,3,5,"град София, Люлин - център",2020,3-СТАЕН,Тухла,101900
108,4,5,"град София, Люлин - център",2020,3-СТАЕН,Тухла,105600
108,3,7,"град София, Люлин 3",2018,3-СТАЕН,Тухла,84800
108,4,8,"град София, Малинова долина",2019,3-СТАЕН,Тухла,103836
108,2,5,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,102600
108,3,5,"град София, Люлин - център",2018,3-СТАЕН,Тухла,99900
108,7,9,"град София, Разсадника",2018,3-СТАЕН,Тухла,150000
108,4,6,"град София, Редута",2020,3-СТАЕН,Тухла,122007
108,3,5,"град София, Център",1938,3-СТАЕН,Тухла,115000
108,2,7,"град София, Център",2012,3-СТАЕН,Тухла,125000
108,5,6,"град София, Център",1970,3-СТАЕН,Тухла,250000
108,5,5,"град София, Яворов",2018,3-СТАЕН,Тухла,203440
108,7,9,"град София, Център",2019,3-СТАЕН,Тухла,114408
108,6,7,"град София, Борово",2020,4-СТАЕН,Тухла,144490
108,4,5,"град София, Дружба 1",2020,4-СТАЕН,Тухла,107580
108,13,18,"град София, Красна поляна 1",1982,4-СТАЕН,ЕПК,65400
108,6,8,"град София, Красно село",2018,4-СТАЕН,Тухла,138900
108,3,9,"град София, Левски Г",1990,4-СТАЕН,Панел,92000
108,7,8,"град София, Люлин 9",1994,4-СТАЕН,Панел,77500
108,7,8,"град София, Модерно предградие",1994,4-СТАЕН,Панел,77500
108,7,7,"град София, Редута",2020,4-СТАЕН,Тухла,145000
108,5,8,"град София, Бъкстон",2018,4-СТАЕН,Тухла,138900
108,2,15,"град София, Център",2018,3-СТАЕН,Тухла,111289
108,4,6,"град София, Редута",2016,3-СТАЕН,Тухла,134900
108,4,6,"град София, Студентски град",2020,3-СТАЕН,Тухла,113400
108,1,5,"град София, Студентски град",2020,3-СТАЕН,Тухла,115000
108,3,9,"град София, Хаджи Димитър",2019,3-СТАЕН,Тухла,108000
108,8,15,"град София, Център",2021,3-СТАЕН,Тухла,91840
108,4,14,"град София, Център",2021,3-СТАЕН,Тухла,91841
108,4,4,"град София, Център",2019,3-СТАЕН,Тухла,95990
108,3,6,"град София, Център",2019,3-СТАЕН,Тухла,97200
108,3,6,"град София, Център",2019,3-СТАЕН,Тухла,97200
108,1,6,"град София, Център",2019,3-СТАЕН,Тухла,97200
108,1,6,"град София, Център",2019,3-СТАЕН,Тухла,97200
108,3,4,"град София, Център",1937,3-СТАЕН,Тухла,97500
108,2,3,"град София, Център",1938,3-СТАЕН,Тухла,98500
108,2,3,"град София, Център",1940,3-СТАЕН,Тухла,99000
108,2,3,"град София, Център",1938,3-СТАЕН,Тухла,104995
108,2,3,"град София, Център",1970,3-СТАЕН,Тухла,105000
108,2,6,"град София, Кръстова вада",2019,3-СТАЕН,Тухла,104000
108,2,6,"град София, Красно село",2009,3-СТАЕН,Тухла,139000
108,4,9,"град София, Красно село",2020,3-СТАЕН,Тухла,118800
108,13,18,"град София, Красна поляна 1",1982,3-СТАЕН,ЕПК,64999
108,4,4,"град София, Люлин 7",2006,2-СТАЕН,Тухла,70000
108,2,3,"град София, Манастирски ливади",2015,2-СТАЕН,Тухла,105000
108,4,4,"град София, Симеоново",2018,2-СТАЕН,Тухла,75000
108,5,6,"град София, Център",2019,2-СТАЕН,Тухла,97200
108,5,6,"град София, Център",2019,2-СТАЕН,Тухла,97200
108,2,14,"град София, Банишора",2020,3-СТАЕН,Тухла,91841
108,4,4,"град София, Люлин 7",2006,2-СТАЕН,ЕПК,70000
108,8,15,"град София, Банишора",2021,3-СТАЕН,Тухла,91849
108,3,8,"град София, Банишора",2009,3-СТАЕН,Тухла,126000
108,4,4,"град София, Люлин 7",2006,2-СТАЕН,Панел,70000
108,2,5,"град София, Лозенец",2004,2-СТАЕН,Тухла,158000
108,4,8,"град София, Иван Вазов",2015,2-СТАЕН,Тухла,210000
108,2,6,"град София, Манастирски ливади",2012,3-СТАЕН,Тухла,104998
108,3,8,"град София, Овча купел",1998,3-СТАЕН,Тухла,109900
108,7,9,"град София, Център",2019,3-СТАЕН,Тухла,150000
108,4,5,"град София, Център",1972,3-СТАЕН,Тухла,152000
108,3,6,"град София, Надежда 2",2018,4-СТАЕН,Тухла,105000
108,3,6,"град София, Дружба 2",2019,3-СТАЕН,Тухла,105800
108,2,9,"град София, Павлово",2019,3-СТАЕН,Тухла,93131
108,7,9,"град София, Разсадника",2019,3-СТАЕН,Тухла,150000
108,3,8,"град София, Център",2009,3-СТАЕН,Тухла,126000
108,3,7,"град София, Център",2021,3-СТАЕН,Тухла,129637
108,1,4,"град София, Горубляне",2021,2-СТАЕН,Тухла,64000
108,1,4,"град София, Горубляне",2019,2-СТАЕН,Тухла,64004
108,5,6,"град София, Зона Б-18",2019,2-СТАЕН,Тухла,97200
108,1,3,"град София, Бояна",2018,3-СТАЕН,Тухла,165000
108,4,5,"град София, Център",1972,4-СТАЕН,Тухла,156000
108,1,8,"град София, Бъкстон",2013,3-СТАЕН,Тухла,140000
108,1,3,"град София, Драгалевци",2019,3-СТАЕН,Тухла,103000
108,3,5,"град София, Дружба 2",2019,3-СТАЕН,Тухла,104999
108,3,6,"град София, Дружба 2",2019,3-СТАЕН,Тухла,105790
108,3,5,"град София, Дружба 2",2019,3-СТАЕН,Тухла,105800
108,3,5,"град София, Дружба 2",2019,3-СТАЕН,Тухла,105840
108,3,5,"град София, Дружба 2",2018,3-СТАЕН,Тухла,105840
108,4,6,"град София, Дианабад",2019,3-СТАЕН,Тухла,151500
108,3,5,"град София, Дружба 2",2018,3-СТАЕН,Тухла,105840
108,4,6,"град София, Дървеница",2020,3-СТАЕН,Тухла,113400
108,3,6,"град София, Зона Б-18",2019,3-СТАЕН,Тухла,97200
108,1,6,"град София, Зона Б-18",2019,3-СТАЕН,Тухла,97200
108,7,9,"град София, Зона Б-18",2019,3-СТАЕН,Тухла,150000
108,6,10,"град София, Зона Б-5",2018,3-СТАЕН,Тухла,120000
108,2,6,"град София, Зона Б-5-3",2021,3-СТАЕН,Тухла,108130
108,5,5,"град София, Дианабад",2018,3-СТАЕН,Тухла,151200
108,4,6,"град София, Дианабад",2018,3-СТАЕН,Тухла,151200
108,6,8,"град София, Бъкстон",2018,3-СТАЕН,Тухла,145000
108,3,5,"град София, Витоша",2020,3-СТАЕН,Тухла,85990
108,2,4,"град София, Витоша",2020,3-СТАЕН,Тухла,91630
108,4,5,"град София, Витоша",2020,3-СТАЕН,Тухла,101500
108,4,5,"град София, Витоша",2019,3-СТАЕН,Тухла,103868
108,5,5,"град София, Витоша",2019,3-СТАЕН,Тухла,103868
108,1,5,"град София, Витоша",2019,3-СТАЕН,Тухла,106752
108,1,4,"град София, Витоша",2009,3-СТАЕН,Тухла,113500
108,2,4,"град София, Витоша",2008,3-СТАЕН,Тухла,128500
108,2,4,"град София, Витоша",2019,3-СТАЕН,Тухла,129600
108,5,6,"град София, Гоце Делчев",2018,3-СТАЕН,Тухла,115000
108,3,7,"град София, Гоце Делчев",2008,3-СТАЕН,Тухла,242000
108,3,7,"град София, Гоце Делчев",2008,3-СТАЕН,Тухла,247990
108,4,6,"град София, Дианабад",2018,3-СТАЕН,Тухла,150497
108,4,5,"град София, Дианабад",2019,3-СТАЕН,Тухла,151000
108,5,6,"град София, Дианабад",2019,3-СТАЕН,Тухла,151000
108,4,6,"град София, Бояна",2007,3-СТАЕН,Тухла,167370
109,3,5,"град София, Банишора",1997,3-СТАЕН,Тухла,102990
109,3,9,"град София, Младост 4",2019,3-СТАЕН,Тухла,138500
109,5,6,"град София, Модерно предградие",2020,3-СТАЕН,Тухла,76076
109,6,7,"град София, Надежда 1",2020,3-СТАЕН,Тухла,89100
109,2,9,"град София, Надежда 2",2019,3-СТАЕН,Тухла,82232
109,5,9,"град София, Надежда 2",2018,3-СТАЕН,Тухла,95296
109,3,5,"град София, Овча купел",2020,3-СТАЕН,Тухла,95612
109,6,6,"град София, Овча купел",2019,3-СТАЕН,Тухла,103900
109,3,5,"град София, Овча купел",2020,3-СТАЕН,Тухла,105400
109,2,6,"град София, Овча купел 2",2020,3-СТАЕН,Тухла,78732
109,3,9,"град София, Павлово",2018,3-СТАЕН,Тухла,94514
109,7,13,"град София, Света Троица",2020,3-СТАЕН,Тухла,101500
109,6,13,"град София, Света Троица",2020,3-СТАЕН,Тухла,101600
109,3,13,"град София, Света Троица",2020,3-СТАЕН,Тухла,101700
109,6,7,"град София, Младост 4",2018,3-СТАЕН,Тухла,124461
109,4,13,"град София, Света Троица",2020,3-СТАЕН,Тухла,101800
109,6,7,"град София, Младост 4",2019,3-СТАЕН,Тухла,124460
109,1,5,"град София, Люлин 9",2019,3-СТАЕН,Тухла,87549
109,2,5,"град София, Люлин 9",2019,3-СТАЕН,Тухла,87549
109,2,6,"град София, Люлин 9",2019,3-СТАЕН,Тухла,87549
109,1,6,"град София, Люлин 9",2019,3-СТАЕН,Тухла,105059
109,4,5,"град София, Малинова долина",2019,3-СТАЕН,Тухла,98100
109,3,4,"град София, Малинова долина",2019,3-СТАЕН,Тухла,105000
109,2,4,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,96558
109,5,6,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,115490
109,4,5,"град София, Манастирски ливади",2018,3-СТАЕН,Тухла,128000
109,4,6,"град София, Манастирски ливади",2019,3-СТАЕН,Тухла,128200
109,6,6,"град София, Младост 4",2019,3-СТАЕН,Тухла,124460
109,7,13,"град София, Света Троица",2020,3-СТАЕН,Тухла,102000
109,4,13,"град София, Света Троица",2020,3-СТАЕН,Тухла,102200
109,3,13,"град София, Света Троица",2020,3-СТАЕН,Тухла,102200
109,2,4,"град София, Център",1940,3-СТАЕН,Тухла,128000
109,6,9,"град София, Център",2019,3-СТАЕН,Тухла,130900
109,6,7,"град София, Ботунец",1986,4-СТАЕН,Панел,45000
109,8,8,"град София, Гео Милев",1984,4-СТАЕН,Панел,120000
109,10,10,"град София, Гео Милев",1960,4-СТАЕН,Тухла,134999
109,10,15,"град София, Гео Милев",1960,4-СТАЕН,Тухла,136000
109,10,10,"град София, Гео Милев",1964,4-СТАЕН,Тухла,138000
109,10,10,"град София, Гео Милев",1965,4-СТАЕН,Тухла,145000
109,6,9,"град София, Левски В",1990,4-СТАЕН,Панел,89000
109,3,4,"град София, Лозенец",1962,4-СТАЕН,Тухла,219900
109,2,7,"град София, Модерно предградие",1994,4-СТАЕН,Панел,87999
109,4,7,"град София, Овча купел",2020,4-СТАЕН,Тухла,96370
109,2,9,"град София, Студентски град",2007,4-СТАЕН,Тухла,79999
109,4,5,"град София, Студентски град",2019,4-СТАЕН,Тухла,105114
109,2,9,"град София, Център",2019,3-СТАЕН,Тухла,114482
109,3,5,"град София, Център",1997,3-СТАЕН,Тухла,103000
109,6,13,"град София, Света Троица",2020,3-СТАЕН,Тухла,102500
109,2,13,"град София, Света Троица",2020,3-СТАЕН,Тухла,102600
109,9,13,"град София, Света Троица",2020,3-СТАЕН,Тухла,103900
